device_name,timestamp,device_type,hierarchy_level,vendor,alarm_count_10min,critical_count_10min,major_count_10min,severity_score_sum,unique_alarm_types,has_link_down,has_ptp_sync_loss,has_packet_loss,has_high_cpu,has_high_memory,has_interface_flap,has_cell_unavailable,has_du_unreachable,target_down,device_type_enc,vendor_enc
HBL-CORE01-CS01,2025-04-12 00:19:10,Core,6,CISCO,1,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0
HBL-CORE01-CS01,2025-04-16 17:25:57,Core,6,CISCO,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0
HBL-AGG03-NK01,2025-01-11 08:35:00,Aggregation,8,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,3
HBL-AGG03-NK01,2025-02-20 04:56:50,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
HBL-AGG03-NK01,2025-03-09 12:10:38,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
HBL-AGG03-NK01,2025-04-02 12:10:56,Aggregation,8,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,3
HBL-AGG03-NK01,2025-06-02 18:00:59,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
HBL-AGG03-NK01,2025-06-04 19:30:59,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
HBL-METRO01-NK01,2025-01-12 02:34:20,Metro,7,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,3
HBL-METRO01-NK01,2025-01-13 12:02:03,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
HBL-METRO01-NK01,2025-03-06 00:22:45,Metro,7,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,3
HBL-METRO01-NK01,2025-03-22 17:20:12,Metro,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,4,3
HBL-METRO01-NK01,2025-06-06 02:23:32,Metro,7,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,4,3
HBL-METRO01-NK01,2025-06-18 12:45:17,Metro,7,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,4,3
HBL-METRO01-NK01,2025-06-29 21:50:49,Metro,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,3
BLR-AGG03-HW01,2025-01-14 04:35:16,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
BLR-AGG03-HW01,2025-02-08 22:43:01,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
BLR-AGG03-HW01,2025-03-05 12:10:15,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
BLR-AGG03-HW01,2025-03-05 23:53:37,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
BLR-AGG03-HW01,2025-03-16 05:53:28,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
BLR-AGG03-HW01,2025-05-03 01:19:13,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
BLR-AGG03-HW01,2025-06-08 08:48:04,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2
BLR-AGG03-HW01,2025-06-29 01:07:41,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MYS-ACC04-HW01,2025-01-14 06:15:41,Access,9,HUAWEI,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2
MYS-ACC04-HW01,2025-01-17 01:14:17,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2
MYS-ACC04-HW01,2025-02-25 05:45:49,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MYS-ACC04-HW01,2025-03-05 14:28:24,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC04-HW01,2025-03-05 14:31:24,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC04-HW01,2025-03-05 14:31:24,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC04-HW01,2025-03-06 23:10:48,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2
MYS-ACC04-HW01,2025-03-09 09:27:47,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MYS-ACC04-HW01,2025-03-30 07:43:27,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC04-HW01,2025-03-30 07:46:27,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC04-HW01,2025-03-30 07:46:27,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC04-HW01,2025-06-24 17:14:58,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MYS-ACC04-HW01,2025-06-24 17:17:58,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MYS-ACC04-HW01,2025-06-24 17:17:58,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
HBL-ACC02-ER01,2025-01-15 13:19:23,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
HBL-ACC02-ER01,2025-01-19 10:50:59,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
HBL-ACC02-ER01,2025-01-21 07:13:53,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-ACC02-ER01,2025-01-31 03:07:29,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
HBL-ACC02-ER01,2025-02-08 00:59:41,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
HBL-ACC02-ER01,2025-03-03 21:16:44,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-ACC02-ER01,2025-03-23 23:15:16,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-ACC02-ER01,2025-03-23 23:18:16,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC02-ER01,2025-03-23 23:18:16,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC02-ER01,2025-03-28 06:24:25,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
HBL-ACC02-ER01,2025-05-05 20:07:38,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-ACC02-ER01,2025-05-13 08:45:01,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
HBL-ACC02-ER01,2025-06-04 19:32:59,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-ACC02-ER01,2025-06-04 19:35:59,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC02-ER01,2025-06-04 19:35:59,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC01-HW01,2025-01-15 20:49:11,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
HBL-ACC01-HW01,2025-01-15 20:52:11,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
HBL-ACC01-HW01,2025-01-15 20:52:11,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
HBL-ACC01-HW01,2025-06-07 04:48:06,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
HBL-ACC01-HW01,2025-06-12 04:55:26,Access,9,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
HBL-ACC01-HW01,2025-06-26 19:03:32,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
MGR-MWRLY02-ER01,2025-01-15 20:49:11,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
MGR-MWRLY02-ER01,2025-01-15 20:52:11,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MGR-MWRLY02-ER01,2025-01-15 20:52:11,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MGR-MWRLY02-ER01,2025-03-02 07:33:14,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MGR-MWRLY02-ER01,2025-03-15 12:49:13,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
MGR-MWRLY02-ER01,2025-04-25 07:56:48,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
MGR-MWRLY02-ER01,2025-06-03 21:26:10,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
MGR-MWRLY02-ER01,2025-06-03 21:29:10,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
MGR-MWRLY02-ER01,2025-06-03 21:34:10,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
MYS-CORE01-CS01,2025-01-16 04:02:19,Core,6,CISCO,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
MYS-CORE01-CS01,2025-03-19 07:36:44,Core,6,CISCO,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0
MYS-CORE01-CS01,2025-03-28 08:07:04,Core,6,CISCO,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0
MYS-CORE01-CS01,2025-04-06 22:58:59,Core,6,CISCO,1,0,1,2,1,0,0,0,0,0,1,0,0,0,2,0
MYS-CORE01-CS01,2025-04-25 08:45:23,Core,6,CISCO,1,0,1,2,1,0,0,0,0,0,1,0,0,0,2,0
MYS-CORE01-CS01,2025-04-28 08:01:54,Core,6,CISCO,1,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0
MYS-CORE01-CS01,2025-05-11 17:16:09,Core,6,CISCO,1,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0
MYS-CORE01-CS01,2025-05-18 19:05:21,Core,6,CISCO,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0
BLR-MWRLY02-ER01,2025-01-17 00:53:13,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
BLR-MWRLY02-ER01,2025-02-01 23:01:18,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
BLR-MWRLY02-ER01,2025-02-02 19:34:17,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
BLR-MWRLY02-ER01,2025-02-28 06:07:31,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
BLR-MWRLY02-ER01,2025-03-31 12:55:00,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-MWRLY02-ER01,2025-03-31 12:58:00,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-MWRLY02-ER01,2025-03-31 12:58:00,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-MWRLY02-ER01,2025-04-17 09:47:20,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-MWRLY02-ER01,2025-04-17 09:50:20,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-MWRLY02-ER01,2025-04-17 09:50:20,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-MWRLY02-ER01,2025-04-25 08:32:16,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
BLR-MWRLY02-ER01,2025-05-04 01:58:57,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
BLR-MWRLY02-ER01,2025-05-18 11:59:48,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
BLR-ACC06-ER01,2025-01-17 12:11:30,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
BLR-ACC06-ER01,2025-04-07 06:38:23,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-ACC06-ER01,2025-04-07 06:41:23,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC06-ER01,2025-04-07 06:41:23,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC06-ER01,2025-05-21 23:57:50,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
BLR-ACC06-ER01,2025-05-22 00:00:50,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
BLR-ACC06-ER01,2025-05-22 00:00:50,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
MYS-METRO02-NK01,2025-01-18 02:01:46,Metro,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,4,3
MYS-METRO02-NK01,2025-01-22 17:11:00,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
MYS-METRO02-NK01,2025-04-22 02:44:54,Metro,7,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,4,3
MYS-METRO02-NK01,2025-05-01 09:29:23,Metro,7,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,4,3
MYS-METRO02-NK01,2025-05-06 00:24:27,Metro,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,4,3
MYS-METRO02-NK01,2025-06-04 02:16:30,Metro,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,4,3
MYS-METRO02-NK01,2025-06-19 04:31:54,Metro,7,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,4,3
HBL-ACC03-ER01,2025-01-18 07:22:32,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
HBL-ACC03-ER01,2025-03-01 01:01:35,Access,9,ERICSSON,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1
HBL-ACC03-ER01,2025-03-26 10:03:47,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-ACC03-ER01,2025-03-26 10:06:47,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC03-ER01,2025-03-26 10:06:47,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC03-ER01,2025-03-29 01:57:21,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
HBL-ACC03-ER01,2025-03-31 12:55:00,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-ACC03-ER01,2025-03-31 12:58:00,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC03-ER01,2025-03-31 12:58:00,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-ACC03-ER01,2025-04-08 00:22:20,Access,9,ERICSSON,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
HBL-ACC03-ER01,2025-05-03 00:35:11,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,1
HBL-ACC03-ER01,2025-05-16 04:33:37,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
HBL-ACC03-ER01,2025-06-19 12:11:14,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
HBL-MWRLY01-ER01,2025-01-19 01:51:06,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,1,0,1
HBL-MWRLY01-ER01,2025-01-19 01:54:06,Access,9,ERICSSON,2,0,2,4,2,0,0,1,0,0,1,0,0,1,0,1
HBL-MWRLY01-ER01,2025-01-19 01:59:06,Access,9,ERICSSON,3,1,2,7,3,1,0,1,0,0,1,0,0,0,0,1
HBL-MWRLY01-ER01,2025-02-17 21:04:32,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
HBL-MWRLY01-ER01,2025-02-21 16:31:09,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,1
HBL-MWRLY01-ER01,2025-02-21 16:34:09,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-MWRLY01-ER01,2025-02-21 16:34:09,Access,9,ERICSSON,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,1
HBL-MWRLY01-ER01,2025-03-31 14:56:37,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
BLR-ACC04-ER01,2025-01-19 02:10:01,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
BLR-ACC04-ER01,2025-03-12 23:10:39,Access,9,ERICSSON,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,1
BLR-ACC04-ER01,2025-06-12 05:02:11,Access,9,ERICSSON,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1
BLR-ACC04-ER01,2025-06-22 06:59:05,Access,9,ERICSSON,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1
MGR-AGG01-HW01,2025-01-19 10:41:46,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
MGR-AGG01-HW01,2025-02-17 01:46:03,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MGR-AGG01-HW01,2025-03-25 01:24:52,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
MGR-AGG01-HW01,2025-05-17 10:21:13,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
OLA_MYS_HBL_01,2025-01-19 19:12:48,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-02-04 15:47:57,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-04-11 06:47:22,DWDM,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-04-21 09:26:42,DWDM,7,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-06-11 09:03:56,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-06-13 04:01:16,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-06-14 11:42:32,DWDM,7,NOKIA,1,0,1,2,1,0,0,0,0,0,0,0,0,0,3,3
OLA_MYS_HBL_01,2025-06-27 22:24:26,DWDM,7,NOKIA,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,3
MYS-AGG02-HW01,2025-01-20 07:42:03,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-01-26 00:23:24,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-02-14 06:59:39,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-03-18 09:46:05,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-03-22 07:03:15,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-04-10 06:07:08,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-04-26 01:01:22,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-06-24 17:12:58,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MYS-AGG02-HW01,2025-06-27 12:22:04,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2
HBL-AGG02-HW01,2025-01-21 02:42:30,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
HBL-AGG02-HW01,2025-02-01 00:37:03,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
HBL-AGG02-HW01,2025-02-27 20:46:19,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
HBL-AGG02-HW01,2025-03-25 21:24:07,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
HBL-AGG02-HW01,2025-03-26 10:01:47,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
BLR-CORE01-CS01,2025-01-23 07:19:12,Core,6,CISCO,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0
BLR-CORE01-CS01,2025-02-21 20:33:48,Core,6,CISCO,1,0,1,2,1,0,0,0,0,0,1,0,0,0,2,0
BLR-CORE01-CS01,2025-04-01 22:18:54,Core,6,CISCO,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
BLR-CORE01-CS01,2025-05-23 09:18:07,Core,6,CISCO,1,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0
BLR-CORE01-CS01,2025-06-17 17:40:27,Core,6,CISCO,1,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0
BLR-ACC01-HW01,2025-01-27 06:49:22,Access,9,HUAWEI,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2
BLR-ACC01-HW01,2025-05-18 11:12:09,Access,9,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,2
BLR-ACC01-HW01,2025-06-24 17:14:58,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
BLR-ACC01-HW01,2025-06-24 17:17:58,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC01-HW01,2025-06-24 17:17:58,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC01-HW01,2025-06-29 01:09:41,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
BLR-ACC01-HW01,2025-06-29 01:12:41,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC01-HW01,2025-06-29 01:12:41,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
BLR-ACC03-NK01,2025-02-01 01:10:30,Access,9,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,3
BLR-ACC03-NK01,2025-04-23 16:18:19,Access,9,NOKIA,1,1,0,3,1,0,0,0,0,0,0,1,0,0,0,3
BLR-ACC03-NK01,2025-05-24 16:40:39,Access,9,NOKIA,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,3
MYS-AGG01-HW01,2025-02-01 19:42:18,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
MYS-AGG01-HW01,2025-02-09 02:01:01,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2
MYS-AGG01-HW01,2025-05-21 23:55:50,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-02-03 04:42:56,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-03-30 07:41:27,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-04-04 02:35:58,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-04-06 05:28:24,Aggregation,8,HUAWEI,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-04-07 06:36:23,Aggregation,8,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-05-06 10:38:05,Aggregation,8,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2
MYS-AGG03-HW01,2025-05-28 08:33:28,Aggregation,8,HUAWEI,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2
MGR-AGG03-NK01,2025-02-09 20:49:30,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-02-10 11:24:09,Aggregation,8,NOKIA,1,1,0,3,1,1,0,0,0,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-03-15 05:48:23,Aggregation,8,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-03-17 12:58:56,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-03-28 07:18:01,Aggregation,8,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-04-04 18:21:43,Aggregation,8,NOKIA,1,0,1,2,1,0,0,1,0,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-04-19 17:56:24,Aggregation,8,NOKIA,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,3
MGR-AGG03-NK01,2025-06-15 04:20:00,Aggregation,8,NOKIA,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3
MGR-ACC04-HW01,2025-02-10 16:55:14,Access,9,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2
MGR-ACC04-HW01,2025-02-25 23:02:38,Access,9,HUAWEI,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,2
MGR-ACC04-HW01,2025-03-26 10:03:47,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,1,0,2
MGR-ACC04-HW01,2025-03-26 10:06:47,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MGR-ACC04-HW01,2025-03-26 10:06:47,Access,9,HUAWEI,3,3,0,9,3,0,1,0,0,0,0,1,1,0,0,2
MGR-ACC04-HW01,2025-04-15 11:42:25,Access,9,HUAWEI,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2
BLR-MWRLY01-ER01,2025-02-12 11:55:50,Access,9,ERICSSON,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
BLR-MWRLY01-ER01,2025-02-21 04:10:40,Access,9,ERICSSON,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,1
