Alarm ID,Raised Timestamp,Cleared Timestamp,Device Name,Device Type,Hierarchy Level,Vendor,Alarm Type,Severity,Status,Region,City
ALM001439,2025-03-05 14:31:24,,BLR-ACC05-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001440,2025-03-05 14:31:24,,MYS-ACC03-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001441,2025-03-05 14:31:24,,MYS-ACC03-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001442,2025-03-05 14:31:24,,MYS-ACC04-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001443,2025-03-05 14:31:24,,MYS-ACC04-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001216,2025-03-05 16:18:30,,BLR-METRO01-NK01,Metro,7,NOKIA,INTERFACE_FLAP,MAJOR,ACTIVE,BLR,Bangalore
ALM001258,2025-03-05 23:53:37,,BLR-AGG03-HW01,Aggregation,8,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001156,2025-03-06 00:22:45,,HBL-METRO01-NK01,Metro,7,NOKIA,HIGH_CPU,WARNING,ACKNOWLEDGED,HBL,Hubli
ALM001038,2025-03-06 06:17:29,2025-03-06 13:54:29,MGR-METRO02-NK01,Metro,7,NOKIA,BGP_SESSION_DOWN,CRITICAL,CLEARED,MGR,Mangalore
ALM001095,2025-03-06 23:10:48,,MYS-ACC04-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001001,2025-03-06 23:24:33,2025-03-07 04:01:33,BLR-MWRLY01-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,CLEARED,BLR,Bangalore
ALM001212,2025-03-07 23:03:11,,MGR-ACC01-NK01,Access,9,NOKIA,INTERFACE_FLAP,MAJOR,ACTIVE,MGR,Mangalore
ALM001266,2025-03-08 05:18:06,,MGR-AGG02-NK01,Aggregation,8,NOKIA,HIGH_CPU,WARNING,ACTIVE,MGR,Mangalore
ALM001122,2025-03-09 09:27:47,,MYS-ACC04-HW01,Access,9,HUAWEI,PACKET_LOSS,MAJOR,ACTIVE,MYS,Mysore
ALM001166,2025-03-09 12:10:38,2025-03-09 17:52:38,HBL-AGG03-NK01,Aggregation,8,NOKIA,SPANNING_TREE_CHANGE,WARNING,CLEARED,HBL,Hubli
ALM001036,2025-03-09 14:21:08,,MYS-MWRLY01-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACKNOWLEDGED,MYS,Mysore
ALM001293,2025-03-10 05:47:04,,MGR-CORE01-CS01,Core,6,CISCO,INTERFACE_FLAP,MAJOR,ACKNOWLEDGED,MGR,Mangalore
ALM001149,2025-03-12 23:10:39,,BLR-ACC04-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACKNOWLEDGED,BLR,Bangalore
ALM001200,2025-03-13 07:39:32,2025-03-13 13:55:32,MGR-ACC01-NK01,Access,9,NOKIA,CELL_UNAVAILABLE,CRITICAL,CLEARED,MGR,Mangalore
ALM001196,2025-03-14 12:11:42,,HBL-AGG01-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,HBL,Hubli
ALM001132,2025-03-14 18:22:44,,MYS-ACC02-HW01,Access,9,HUAWEI,PACKET_LOSS,MAJOR,ACKNOWLEDGED,MYS,Mysore
ALM001298,2025-03-15 05:48:23,,MGR-AGG03-NK01,Aggregation,8,NOKIA,PACKET_LOSS,MAJOR,ACTIVE,MGR,Mangalore
ALM001088,2025-03-15 12:49:13,,MGR-MWRLY02-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACTIVE,MGR,Mangalore
ALM001044,2025-03-16 05:53:28,,BLR-AGG03-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,ACTIVE,BLR,Bangalore
ALM001276,2025-03-17 12:58:56,,MGR-AGG03-NK01,Aggregation,8,NOKIA,SPANNING_TREE_CHANGE,WARNING,ACKNOWLEDGED,MGR,Mangalore
ALM001253,2025-03-18 09:46:05,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,HIGH_CPU,WARNING,ACKNOWLEDGED,MYS,Mysore
ALM001295,2025-03-19 07:36:44,,MYS-CORE01-CS01,Core,6,CISCO,HIGH_CPU,WARNING,ACTIVE,MYS,Mysore
ALM001459,2025-03-19 22:41:42,,MYS-MWRLY02-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACTIVE,MYS,Mysore
ALM001460,2025-03-19 22:44:42,,MYS-MWRLY02-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,ACTIVE,MYS,Mysore
ALM001461,2025-03-19 22:49:42,,MYS-MWRLY02-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001084,2025-03-20 19:39:15,,MYS-METRO01-CS01,Metro,7,CISCO,BGP_SESSION_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001174,2025-03-22 07:03:15,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,HIGH_CPU,WARNING,ACTIVE,MYS,Mysore
ALM001226,2025-03-22 17:20:12,,HBL-METRO01-NK01,Metro,7,NOKIA,LINK_DOWN,CRITICAL,ACTIVE,HBL,Hubli
ALM001357,2025-03-23 23:13:16,,HBL-AGG01-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,HBL,Hubli
ALM001358,2025-03-23 23:15:16,,HBL-MWRLY02-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001359,2025-03-23 23:15:16,,HBL-ACC02-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001360,2025-03-23 23:18:16,,HBL-MWRLY02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001361,2025-03-23 23:18:16,,HBL-MWRLY02-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001362,2025-03-23 23:18:16,,HBL-ACC02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001363,2025-03-23 23:18:16,,HBL-ACC02-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001277,2025-03-24 09:24:17,,HBL-ACC05-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACKNOWLEDGED,HBL,Hubli
ALM001058,2025-03-25 01:24:52,,MGR-AGG01-HW01,Aggregation,8,HUAWEI,SPANNING_TREE_CHANGE,WARNING,ACTIVE,MGR,Mangalore
ALM001247,2025-03-25 16:16:56,2025-03-25 16:54:56,MGR-ACC02-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,CLEARED,MGR,Mangalore
ALM001285,2025-03-25 21:24:07,2025-03-25 22:40:07,HBL-AGG02-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,CLEARED,HBL,Hubli
ALM001082,2025-03-25 22:22:51,,HBL-ACC06-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001231,2025-03-26 01:12:42,,HBL-ACC05-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,ACTIVE,HBL,Hubli
ALM001424,2025-03-26 10:01:47,,HBL-AGG02-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,HBL,Hubli
ALM001425,2025-03-26 10:03:47,,MGR-ACC04-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MGR,Mangalore
ALM001426,2025-03-26 10:03:47,,HBL-ACC03-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001427,2025-03-26 10:03:47,,MYS-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001428,2025-03-26 10:06:47,,MGR-ACC04-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MGR,Mangalore
ALM001429,2025-03-26 10:06:47,,MGR-ACC04-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,ACTIVE,MGR,Mangalore
ALM001430,2025-03-26 10:06:47,,HBL-ACC03-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001431,2025-03-26 10:06:47,,HBL-ACC03-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001432,2025-03-26 10:06:47,,MYS-MWRLY01-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001433,2025-03-26 10:06:47,,MYS-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001133,2025-03-26 18:52:23,2025-03-26 20:36:23,MGR-ACC03-NK01,Access,9,NOKIA,LINK_DOWN,CRITICAL,CLEARED,MGR,Mangalore
ALM001017,2025-03-28 06:24:25,,HBL-ACC02-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,ACTIVE,HBL,Hubli
ALM001159,2025-03-28 07:18:01,2025-03-28 08:13:01,MGR-AGG03-NK01,Aggregation,8,NOKIA,PACKET_LOSS,MAJOR,CLEARED,MGR,Mangalore
ALM001275,2025-03-28 08:07:04,,MYS-CORE01-CS01,Core,6,CISCO,BGP_SESSION_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001050,2025-03-29 01:57:21,2025-03-29 05:42:21,HBL-ACC03-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,CLEARED,HBL,Hubli
ALM001274,2025-03-30 04:18:11,2025-03-30 10:51:11,MYS-ACC06-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,CLEARED,MYS,Mysore
ALM001371,2025-03-30 07:41:27,,MYS-AGG03-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001372,2025-03-30 07:43:27,,MYS-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001373,2025-03-30 07:43:27,,HBL-ACC04-NK01,Access,9,NOKIA,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001374,2025-03-30 07:43:27,,MYS-ACC04-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001375,2025-03-30 07:43:27,,MYS-ACC03-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001376,2025-03-30 07:46:27,,MYS-MWRLY01-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001377,2025-03-30 07:46:27,,MYS-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001378,2025-03-30 07:46:27,,HBL-ACC04-NK01,Access,9,NOKIA,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001379,2025-03-30 07:46:27,,HBL-ACC04-NK01,Access,9,NOKIA,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001380,2025-03-30 07:46:27,,MYS-ACC04-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001381,2025-03-30 07:46:27,,MYS-ACC04-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001382,2025-03-30 07:46:27,,MYS-ACC03-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001383,2025-03-30 07:46:27,,MYS-ACC03-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001109,2025-03-30 17:11:46,2025-03-31 00:01:46,MGR-METRO01-NK01,Metro,7,NOKIA,PACKET_LOSS,MAJOR,CLEARED,MGR,Mangalore
ALM001330,2025-03-31 12:53:00,,BLR-AGG02-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,BLR,Bangalore
ALM001331,2025-03-31 12:55:00,,HBL-ACC03-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001332,2025-03-31 12:55:00,,HBL-ACC04-NK01,Access,9,NOKIA,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001333,2025-03-31 12:55:00,,BLR-MWRLY02-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001334,2025-03-31 12:58:00,,HBL-ACC03-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001335,2025-03-31 12:58:00,,HBL-ACC03-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001336,2025-03-31 12:58:00,,HBL-ACC04-NK01,Access,9,NOKIA,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001337,2025-03-31 12:58:00,,HBL-ACC04-NK01,Access,9,NOKIA,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001338,2025-03-31 12:58:00,,BLR-MWRLY02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001339,2025-03-31 12:58:00,,BLR-MWRLY02-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001261,2025-03-31 14:56:37,2025-03-31 17:09:37,HBL-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,CLEARED,HBL,Hubli
ALM001279,2025-04-01 04:11:53,,MGR-MWRLY01-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACKNOWLEDGED,MGR,Mangalore
ALM001057,2025-04-01 05:38:43,,BLR-METRO01-NK01,Metro,7,NOKIA,LINK_DOWN,CRITICAL,ACTIVE,BLR,Bangalore
ALM001027,2025-04-01 22:18:54,,BLR-CORE01-CS01,Core,6,CISCO,MEMORY_HIGH,WARNING,ACTIVE,BLR,Bangalore
ALM001012,2025-04-01 22:30:59,,BLR-MWRLY01-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACTIVE,BLR,Bangalore
ALM001139,2025-04-02 12:10:56,,HBL-AGG03-NK01,Aggregation,8,NOKIA,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001291,2025-04-02 20:38:44,,MGR-ACC01-NK01,Access,9,NOKIA,PACKET_LOSS,MAJOR,ACKNOWLEDGED,MGR,Mangalore
ALM001112,2025-04-03 05:35:21,2025-04-03 12:12:21,MYS-ACC06-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,CLEARED,MYS,Mysore
ALM001046,2025-04-04 02:35:58,,MYS-AGG03-HW01,Aggregation,8,HUAWEI,SPANNING_TREE_CHANGE,WARNING,ACTIVE,MYS,Mysore
ALM001165,2025-04-04 18:21:43,,MGR-AGG03-NK01,Aggregation,8,NOKIA,PACKET_LOSS,MAJOR,ACTIVE,MGR,Mangalore
ALM001161,2025-04-05 10:11:45,2025-04-05 13:04:45,MYS-MWRLY02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,CLEARED,MYS,Mysore
ALM001183,2025-04-06 05:28:24,2025-04-06 09:09:24,MYS-AGG03-HW01,Aggregation,8,HUAWEI,PACKET_LOSS,MAJOR,CLEARED,MYS,Mysore
ALM001264,2025-04-06 06:37:46,,HBL-ACC05-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACKNOWLEDGED,HBL,Hubli
ALM001241,2025-04-06 07:49:46,,MGR-MWRLY01-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,ACTIVE,MGR,Mangalore
ALM001164,2025-04-06 22:58:59,2025-04-07 00:29:59,MYS-CORE01-CS01,Core,6,CISCO,INTERFACE_FLAP,MAJOR,CLEARED,MYS,Mysore
ALM001019,2025-04-06 23:54:25,2025-04-07 01:53:25,OLA_BLR_MYS_01,DWDM,7,NOKIA,OLA_GAIN_DEGRADE,MAJOR,CLEARED,BACKBONE,Transit
ALM001414,2025-04-07 06:36:23,,MYS-AGG03-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001415,2025-04-07 06:38:23,,MYS-ACC02-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001416,2025-04-07 06:38:23,,BLR-ACC06-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001417,2025-04-07 06:38:23,,MYS-ACC05-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001418,2025-04-07 06:41:23,,MYS-ACC02-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001419,2025-04-07 06:41:23,,MYS-ACC02-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001420,2025-04-07 06:41:23,,BLR-ACC06-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001421,2025-04-07 06:41:23,,BLR-ACC06-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001422,2025-04-07 06:41:23,,MYS-ACC05-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001423,2025-04-07 06:41:23,,MYS-ACC05-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001077,2025-04-08 00:22:20,,HBL-ACC03-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACKNOWLEDGED,HBL,Hubli
ALM001213,2025-04-08 05:34:27,2025-04-08 06:51:27,BLR-METRO02-NK01,Metro,7,NOKIA,LINK_DOWN,CRITICAL,CLEARED,BLR,Bangalore
ALM001010,2025-04-08 10:08:33,2025-04-08 17:50:33,HBL-ACC04-NK01,Access,9,NOKIA,LINK_DOWN,CRITICAL,CLEARED,HBL,Hubli
ALM001237,2025-04-08 14:36:55,,MYS-ACC01-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACKNOWLEDGED,MYS,Mysore
ALM001018,2025-04-09 13:52:23,2025-04-09 15:26:23,MYS-MWRLY02-ER01,Access,9,ERICSSON,HIGH_MEMORY,WARNING,CLEARED,MYS,Mysore
ALM001320,2025-04-10 06:07:08,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,LINK_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001321,2025-04-10 06:09:08,,MYS-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001322,2025-04-10 06:09:08,,MYS-ACC01-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001323,2025-04-10 06:09:08,,HBL-ACC04-NK01,Access,9,NOKIA,PTP_SYNC_LOSS,CRITICAL,ACTIVE,HBL,Hubli
ALM001324,2025-04-10 06:12:08,,MYS-MWRLY01-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001325,2025-04-10 06:12:08,,MYS-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001326,2025-04-10 06:12:08,,MYS-ACC01-HW01,Access,9,HUAWEI,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001327,2025-04-10 06:12:08,,MYS-ACC01-HW01,Access,9,HUAWEI,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001328,2025-04-10 06:12:08,,HBL-ACC04-NK01,Access,9,NOKIA,CELL_UNAVAILABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001329,2025-04-10 06:12:08,,HBL-ACC04-NK01,Access,9,NOKIA,DU_UNREACHABLE,CRITICAL,ACTIVE,HBL,Hubli
ALM001003,2025-04-10 21:13:09,2025-04-10 22:46:09,MYS-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,CLEARED,MYS,Mysore
ALM001135,2025-04-10 22:26:46,,HBL-MWRLY02-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACKNOWLEDGED,HBL,Hubli
ALM001294,2025-04-11 06:47:22,,OLA_MYS_HBL_01,DWDM,7,NOKIA,AMPLIFIER_FAIL,CRITICAL,ACKNOWLEDGED,BACKBONE,Transit
ALM001055,2025-04-12 00:19:10,,HBL-CORE01-CS01,Core,6,CISCO,PACKET_LOSS,MAJOR,ACTIVE,HBL,Hubli
ALM001268,2025-04-13 05:25:06,,MGR-MWRLY01-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACKNOWLEDGED,MGR,Mangalore
ALM001288,2025-04-13 18:04:20,,MGR-METRO02-NK01,Metro,7,NOKIA,LINK_DOWN,CRITICAL,ACTIVE,MGR,Mangalore
ALM001106,2025-04-14 10:32:02,2025-04-14 12:42:02,BLR-AGG02-HW01,Aggregation,8,HUAWEI,PACKET_LOSS,MAJOR,CLEARED,BLR,Bangalore
ALM001278,2025-04-14 20:06:21,2025-04-15 00:23:21,BLR-METRO02-NK01,Metro,7,NOKIA,PACKET_LOSS,MAJOR,CLEARED,BLR,Bangalore
ALM001029,2025-04-15 11:42:25,,MGR-ACC04-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MGR,Mangalore
ALM001225,2025-04-16 17:25:57,2025-04-16 23:49:57,HBL-CORE01-CS01,Core,6,CISCO,HIGH_CPU,WARNING,CLEARED,HBL,Hubli
ALM001310,2025-04-17 09:45:20,,BLR-AGG01-NK01,Aggregation,8,NOKIA,LINK_DOWN,CRITICAL,ACTIVE,BLR,Bangalore
ALM001311,2025-04-17 09:47:20,,MYS-ACC06-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MYS,Mysore
ALM001312,2025-04-17 09:47:20,,BLR-MWRLY01-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001313,2025-04-17 09:47:20,,BLR-MWRLY02-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,BLR,Bangalore
ALM001314,2025-04-17 09:50:20,,MYS-ACC06-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001315,2025-04-17 09:50:20,,MYS-ACC06-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,MYS,Mysore
ALM001316,2025-04-17 09:50:20,,BLR-MWRLY01-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001317,2025-04-17 09:50:20,,BLR-MWRLY01-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001318,2025-04-17 09:50:20,,BLR-MWRLY02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001319,2025-04-17 09:50:20,,BLR-MWRLY02-ER01,Access,9,ERICSSON,DU_UNREACHABLE,CRITICAL,ACTIVE,BLR,Bangalore
ALM001094,2025-04-18 12:40:06,,HBL-MWRLY02-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACTIVE,HBL,Hubli
ALM001060,2025-04-18 16:45:57,2025-04-18 18:16:57,MGR-ACC06-HW01,Access,9,HUAWEI,HIGH_MEMORY,WARNING,CLEARED,MGR,Mangalore
ALM001081,2025-04-19 17:56:24,2025-04-20 01:41:24,MGR-AGG03-NK01,Aggregation,8,NOKIA,PTP_SYNC_LOSS,CRITICAL,CLEARED,MGR,Mangalore
ALM001214,2025-04-20 09:51:06,,BLR-AGG02-HW01,Aggregation,8,HUAWEI,INTERFACE_FLAP,MAJOR,ACTIVE,BLR,Bangalore
ALM001087,2025-04-20 10:32:15,2025-04-20 15:07:15,MYS-MWRLY02-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,CLEARED,MYS,Mysore
ALM001286,2025-04-20 14:13:53,,BLR-ACC05-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,ACTIVE,BLR,Bangalore
ALM001024,2025-04-21 09:26:42,2025-04-21 10:49:42,OLA_MYS_HBL_01,DWDM,7,NOKIA,LINK_DOWN,CRITICAL,CLEARED,BACKBONE,Transit
ALM001240,2025-04-21 16:00:21,2025-04-21 22:42:21,MGR-ACC03-NK01,Access,9,NOKIA,PACKET_LOSS,MAJOR,CLEARED,MGR,Mangalore
ALM001062,2025-04-22 00:36:01,2025-04-22 01:45:01,HBL-MWRLY02-ER01,Access,9,ERICSSON,HIGH_CPU,WARNING,CLEARED,HBL,Hubli
ALM001080,2025-04-22 02:44:54,,MYS-METRO02-NK01,Metro,7,NOKIA,PTP_SYNC_LOSS,CRITICAL,ACKNOWLEDGED,MYS,Mysore
ALM001265,2025-04-23 16:18:19,,BLR-ACC03-NK01,Access,9,NOKIA,CELL_UNAVAILABLE,CRITICAL,ACKNOWLEDGED,BLR,Bangalore
ALM001031,2025-04-24 06:16:47,,MGR-METRO01-NK01,Metro,7,NOKIA,PACKET_LOSS,MAJOR,ACKNOWLEDGED,MGR,Mangalore
ALM001465,2025-04-24 14:55:46,,MYS-MWRLY02-ER01,Access,9,ERICSSON,PACKET_LOSS,MAJOR,ACTIVE,MYS,Mysore
ALM001466,2025-04-24 14:58:46,,MYS-MWRLY02-ER01,Access,9,ERICSSON,INTERFACE_FLAP,MAJOR,ACTIVE,MYS,Mysore
ALM001467,2025-04-24 15:03:46,,MYS-MWRLY02-ER01,Access,9,ERICSSON,LINK_DOWN,CRITICAL,ACTIVE,MYS,Mysore
ALM001178,2025-04-25 07:56:48,,MGR-MWRLY02-ER01,Access,9,ERICSSON,PTP_SYNC_LOSS,CRITICAL,ACTIVE,MGR,Mangalore
ALM001098,2025-04-25 08:32:16,2025-04-25 12:29:16,BLR-MWRLY02-ER01,Access,9,ERICSSON,CELL_UNAVAILABLE,CRITICAL,CLEARED,BLR,Bangalore
ALM001257,2025-04-25 08:45:23,,MYS-CORE01-CS01,Core,6,CISCO,INTERFACE_FLAP,MAJOR,ACTIVE,MYS,Mysore
ALM001262,2025-04-25 09:24:29,2025-04-25 11:39:29,BLR-ACC02-HW01,Access,9,HUAWEI,PTP_SYNC_LOSS,CRITICAL,CLEARED,BLR,Bangalore
ALM001076,2025-04-26 01:01:22,,MYS-AGG02-HW01,Aggregation,8,HUAWEI,HIGH_CPU,WARNING,ACTIVE,MYS,Mysore
